Entity,BiType,Type,Shape,Color,Type.Name,Grouped.Sectors,Loc.Reg.All,Loc.Reg.Gov,Date of Proj Inception,Date of Proj Completion,Project.Age,Central ,Regional Central,Local Central, Organization,None,All counties,Alameda,Contra Costa,Marin,Napa,San Francisco,San Mateo,Santa Clara,Solano,Sonoma,Online Only,Sum Counties,Classified,Spatial Scale
1SLODPH,1,2,50,,Government-County,Government-County,Local,Local Government,,,,,,,San Luis Obispo County Public Health Department,1,,,,,,,,,,,,0,1,0
1SLT,1,11,50,,NGO,Non-Government,Local,Non-Government,,,,,,,San Luis Valley Renewable Communities Alliance,1,,,,,,,,,,,,0,1,0
1SLVRCA,1,11,50,,NGO,Non-Government,Local,Non-Government,,,,,,,San Mateo County League for Coastside Protection,,,,,,,,1,,,,,1,1,1
1SMCLCP,1,2,50,,Government-County,Government-County,Local,Local Government,,,,,,,San Mateo County Public Works,,,,,,,,1,,,,,1,1,1
1SMCPW,1,5,50,,Environmental Districts,Local Government,Local,Local Government,,,,,,,San Mateo County Resource Conservation District,,,,,,,,1,,,,,1,1,1
1SMCRCD,1,2,50,,Government-County,Government-County,Local,Local Government,,,,,,,San Mateo Countywide Water Pollution Prevention Program,,,,,,,,1,,,,,1,1,1
1SMDC,1,12,50,,Educational,Non-Government,Local,Non-Government,,,,,,,Seymour Marine Discovery Center,1,,,,,,,,,,,,0,1,0
1SMHarbor,1,6,50,,Water Districts,Local Government,Local,Local Government,,,,,,,San Mateo County Harbor District,,,,,,,,1,,,,,1,1,1
1SNB,1,11,50,,NGO,Non-Government,Local,Non-Government,,,,,,,Sustainable North Bay,,,,,,,,,,,1,,1,1,1
1SolanoWater,1,2,50,,Government-County,Government-County,Local,Local Government,,,,,,,Solano County Water Agency,,,,,,,,,,1,,,1,1,1
1SolarGI,1,11,50,,NGO,Non-Government,Local,Non-Government,,,,,,,Solar Gardens Institute,1,,,,,,,,,,,,0,1,0
1SolarLI,1,9,50,,Industry,Non-Government,Local,Non-Government,,,,,,,Solar Living Institute,1,,,,,,,,,,,,0,1,0
1SolarM,1,9,50,,Industry,Non-Government,Regional,Non-Government,,,,,,,Solar Mosaic,,1,,,,,,,,,,,9,1,9
1SolarRich,1,11,50,,NGO,Non-Government,Local,Non-Government,,,,,,,Solar Richmond,,,,1,,,,,,,,,1,1,1
1SolarSC,1,11,50,,NGO,Non-Government,Local,Non-Government,,,,,,,Solar Sonoma County,,,,,,,,,,,1,,1,1,1
1SolarSipper,1,9,50,,Industry,Non-Government,Local,Non-Government,,,,,,,SolarSipper,1,,,,,,,,,,,,0,1,0
1SonomaDHS,1,2,50,,Government-County,Government-County,Local,Local Government,,,,,,,Sonoma County Department of Health Services,,,,,,,,,,,1,,1,1,1
1SonomaLT,1,11,50,,NGO,Non-Government,Local,Non-Government,,,,,,,Sonoma Land Trust,,,,,,,,,,,1,,1,1,1
1SonomaOSD,1,5,50,,Environmental Districts,Local Government,Local,Local Government,,,,,,,Sonoma County Agricultural Preservation and Open Space District,,,,,,,,,,,1,,1,1,1
1SonomaSanD,1,2,50,,Government-County,Government-County,Local,Local Government,,,,,,,Sonoma County Transportation and Public Works,,,,,,,,,,,1,,1,1,1
1SonomaTrans,1,6,50,,Water Districts,Local Government,Local,Local Government,,,,,,,Sonoma Valley County Sanitation District,,,,,,,,,,,1,,1,1,1
1SOS,1,11,50,,NGO,Non-Government,Local,Non-Government,,,,,,,Save Our Shores,,,,,,,,,,,1,,1,1,1
1SotoyomeRCD,1,5,50,,Environmental Districts,Local Government,Local,Local Government,,,,,,,Sotoyome-Southern Sonoma RCD,,,,,,,,,,,1,,1,1,1
1SPOKES,1,11,50,,NGO,Non-Government,Local,Non-Government,,,,,,,Richmond SPOKES,,,,1,,,,,,,,,1,1,1
1Spruce,1,13,50,,Foundations and Banks,Non-Government,Regional,Non-Government,,,,,,,Spruce Finance,,1,,,,,,,,,,,9,1,9
1SPUR,1,11,50,,NGO,Non-Government,Regional,Non-Government,,,,,,,SPUR,,,1,,,,1,,1,,,,3,1,3
1SRL,1,11,50,,NGO,Non-Government,Regional,Non-Government,,,,,,,Save the Redwoods League,,,,,1,,1,,1,,,,3,1,3
1SRSchools,1,12,50,,Educational,Non-Government,Local,Non-Government,,,,,,,Santa Rosa City School,,,,,,,,,,,1,,1,1,1
1SS,1,9,50,,Industry,Non-Government,Local,Non-Government,,,,,,,Sustainergy Systems,1,,,,,,,,,,,,0,1,0
1SSMC,1,11,50,,NGO,Non-Government,Local,Non-Government,,,,,,,Sustainable San Mateo County,,,,,,,,1,,,,,1,1,1
1SSRCD,1,5,50,,Environmental Districts,Local Government,Local,Local Government,,,,,,,Southern Sonoma Resource Conservation District,,,,,,,,,,,1,,1,1,1
1SSU,1,14,50,,Science,Non-Government,Local,Non-Government,,,,,,,Sonoma State University,,,,,,,,,,,1,,1,1,1
1SSV,1,8,50,,Consultants,Non-Government,Local,Non-Government,,,,,,,Sustainable Silicon Valley,,,,,,,,,1,,,,1,1,1
1Stanford,1,14,50,,Science,Non-Government,Local,Non-Government,,,,,,,Stanford University,,,,,,,,,1,,,,1,1,1
1StopWaste,1,2,50,,Government-County,Government-County,Local,Local Government,,,,,,,StopWaste,,,1,,,,,,,,,,1,1,1
1STP,1,11,50,,NGO,Non-Government,Regional,Non-Government,,,,,,,Swords to Plowshares,,1,,,,,,,,,,,9,1,9
1STRAW,1,12,50,,Educational,Non-Government,Local,Non-Government,,,,,,,Students and Teachers Restoring a Watershed,,,,,,,,,,1,,,1,1,1
1SuisunRCD,1,5,50,,Environmental Districts,Local Government,Local,Local Government,,,,,,,Suisun Resource Conservation District,,,,,,,,,,1,,,1,1,1
1SunEdison,1,9,50,,Industry,Non-Government,Regional,Non-Government,,,,,,,SunEdison Inc.,,1,,,,,,,,,,,9,1,9
1SunEnergy,1,9,50,,Industry,Non-Government,Regional,Non-Government,,,,,,,SunEnergy,,1,,,,,,,,,,,9,1,9
1Sungevity,1,9,50,,Industry,Non-Government,Regional,Non-Government,,,,,,,Sungevity,,1,,,,,,,,,,,9,1,9
1SunLight,1,9,50,,Industry,Non-Government,Regional,Non-Government,,,,,,,Sun Light & Power,,1,,,,,,,,,,,9,1,9
1Sunpower,1,9,50,,Industry,Non-Government,Regional,Non-Government,,,,,,,Sunpower,,1,,,,,,,,,,,9,1,9
1Sunrun,1,9,50,,Industry,Non-Government,Regional,Non-Government,,,,,,,Sunrun,,1,,,,,,,,,,,9,1,9
1SurfPulse,1,11,50,,NGO,Non-Government,Regional,Non-Government,,,,,,,SurfPulse,,1,,,,,,,,,,,9,1,9
1SustEcoLaw,1,11,50,,NGO,Non-Government,Regional,Non-Government,,,,,,,Sustainable Economies Law Center,,1,,,,,,,,,,,9,1,9
1SustEcoSol,1,15,50,,Other,Non-Government,Regional,Non-Government,,,,,,,Sustainable Economic Solutions,,1,,,,,,,,,,,9,1,9
1SustEntCon,1,15,50,,Other,Non-Government,Regional,Non-Government,,,,,,,Sustainable Enterprise Conference,,1,,,,,,,,,,,9,1,9
1SustSurf,1,11,50,,NGO,Non-Government,Regional,Non-Government,,,,,,,Sustainable Surf,,1,,,,,,,,,,,9,1,9
1Sutter,1,9,50,,Industry,Non-Government,Regional,Non-Government,,,,,,,Sutter Health Facility Planning & Development,,1,,,,,,,,,,,9,1,9
1SVCF,1,13,50,,Foundations and Banks,Non-Government,Local,Non-Government,,,,,,,Silicon Valley Community Foundation,,,,,,,,,1,,,,1,1,1
1SVJV,1,11,50,,NGO,Non-Government,Local,Non-Government,,,,,,,Silicon Valley Joint Venture,,,,,,,,,1,,,,1,1,1
1SVLG,1,9,50,,Industry,Non-Government,Local,Non-Government,,,,,,,Silicon Valley Leadership Group,,,,,,,,,1,,,,1,1,1
1SWRCB,1,3,50,,Government-State,Government-State,Regional,Regional Government,,,,,,,California State Water Resources Control Board,,1,,,,,,,,,,,9,1,9
1TBC3,1,14,50,,Science,Non-Government,Regional,Non-Government,,,,,,,Terrestrial Biodiversity & Climate Change Collaborative ,,1,,,,,,,,,,,9,1,9
1TBMC,1,10,50,,Consortium,Local Government,Local,Local Government,,,,,,,Tomales Bay Watershed Council,,,,,1,,,,,,,,1,1,1
1TDC,1,8,50,,Consultants,Non-Government,Regional,Non-Government,,,,,,,TDC Environmental,,1,,,,,,,,,,,9,1,9
1TGACRT,1,11,50,,NGO,Non-Government,Regional,Non-Government,,,,,,,The GRID Alternatives Climate Ride Team,,,,,1,,1,,,,,,2,1,2
1theMMOB,1,11,50,,NGO,Non-Government,Regional,Non-Government,,,,,,,Mainstreet Moms Organize or Bust (theMMOB.org),,1,,,,,,,,,,,9,1,9
1TID,1,6,50,,Water Districts,Local Government,Local,Local Government,,,,,,,Turlock Irrigation District,1,,,,,,,,,,,,0,1,0
1TLC,1,11,50,,NGO,Non-Government,Local,Non-Government,,,,,,,The Tamalpais Lands Collaborative,,,,,1,,,,,,,,1,1,1
1TNC,1,11,50,,NGO,Non-Government,Regional,Non-Government,,,,,,,The Nature Conservancy,,1,,,,,,,,,,,9,1,9
1Town Green,1,8,50,,Consultants,Non-Government,Local,Non-Government,,,,,,,Town-Green,,,,,,,,,,,1,,1,1,1
1Town of Corte Madera,1,1,50,,Government-City,Local Government,Local,Local Government,,,,,,,Town of Corte Madera,,,,,1,,,,,,,,1,1,1
1Town of San Anselmo,1,1,50,,Government-City,Local Government,Local,Local Government,,,,,,,Town of San Anselmo,,,,,1,,,,,,,,1,1,1
1ToyotaGreen,1,13,50,,Foundations and Banks,Non-Government,Regional,Non-Government,,,,,,,Toyota Together Green Grant,,1,,,,,,,,,,,9,1,9
1TRANSDEF,1,11,50,,NGO,Non-Government,Regional,Non-Government,,,,,,,"TRANSDEF, the Transportation Solutions Defense and Education Fund",,1,,,,,,,,,,,9,1,9
1TRC,1,14,50,,Science,Non-Government,Regional,Non-Government,,,,,,,Transportation Research Board,,1,,,,,,,,,,,9,1,9
1TRNERR,1,14,50,,Science,Non-Government,Local,Non-Government,,,,,,,Tijuana River National Estuarine Research Reserve,1,,,,,,,,,,,,0,1,0
1TulareDPH,1,2,50,,Government-County,Government-County,Local,Local Government,,,,,,,Tulare County  Public Health Department,1,,,,,,,,,,,,0,1,0
1UAS,1,11,50,,NGO,Non-Government,Regional,Non-Government,,,,,,,Urban Alliance for Sustainability,,1,,,,,,,,,,,9,1,9
1UC Berkeley,1,14,50,,Science,Non-Government,Local,Non-Government,,,,,,,UC Berkeley,,,1,,,,,,,,,,1,1,1
1UC Davis,1,14,50,,Science,Non-Government,Local,Non-Government,,,,,,,UC Davis,1,,,,,,,,,,,,0,1,0
1UCCoopMarin,1,14,50,,Science,Non-Government,Local,Non-Government,,,,,,,UC Cooperative Extension Marin,,,,,1,,,,,,,,1,1,1
1UCSC,1,14,50,,Science,Non-Government,Local,Non-Government,,,,,,,UC Santa Cruz,1,,,,,,,,,,,,0,1,0
1ULIRF,1,15,50,,Other,Non-Government,Regional,Non-Government,,,,,,,Urban Land Institute Resiliency Forum,,1,,,,,,,,,,,9,1,9
1UMaryland,1,14,50,,Science,Non-Government,Local,Non-Government,,,,,,,University of Maryland,1,,,,,,,,,,,,0,1,0
1UNESCO IDE,1,4,50,,Government-Federal,Government-Federal,Regional,Regional Government,,,,,,,UNESCO,,1,,,,,,,,,,,9,1,9
1UnionSanD,1,6,50,,Water Districts,Local Government,Local,Local Government,,,,,,,Union Sanitary District,,,1,,,,,,,,,,1,1,1
1UofO,1,14,50,,Science,Non-Government,Local,Non-Government,,,,,,,University of Oregon,1,,,,,,,,,,,,0,1,0
1UofW,1,14,50,,Science,Non-Government,Local,Non-Government,,,,,,,University of Washington,1,,,,,,,,,,,,0,1,0
1URS,1,8,50,,Consultants,Non-Government,Regional,Non-Government,,,,,,,URS Corporation,,1,,,,,,,,,,,9,1,9
1USACE,1,4,50,,Government-Federal,Government-Federal,Regional,Regional Government,,,,,USACE,,US Army Corps of Engineers,,1,,,,,,,,,,,9,1,9
1USB,1,13,50,,Foundations and Banks,Non-Government,Regional,Non-Government,,,,,,,US Bank,,1,,,,,,,,,,,9,1,9
1USBR,1,4,50,,Government-Federal,Government-Federal,Regional,Regional Government,,,,,,,US Bureau of Reclamation,,1,,,,,,,,,,,9,1,9
1USCGS,1,4,50,,Government-Federal,Government-Federal,Regional,Regional Government,,,,,,,United States Coast Guard Service,,1,,,,,,,,,,,9,1,9
1USDA  NRCS,1,4,50,,Government-Federal,Government-Federal,Regional,Regional Government,,,,,,,US Department of Agriculture Natural Resources Conservation Service,,1,,,,,,,,,,,9,1,9
1USDN,1,10,50,,Consortium,Regional Government,Regional,Regional Government,,,,,,,Urban Sustainability Directors Network,,1,,,,,,,,,,,9,1,9
1USDOI,1,4,50,,Government-Federal,Government-Federal,Regional,Regional Government,,,,,,,US Department of Interior,,1,,,,,,,,,,,9,1,9
1USF,1,14,50,,Science,Non-Government,Local,Non-Government,,,,,,,University of San Francisco,,,,,,,1,,,,,,1,1,1
1USFS,1,4,50,,Government-Federal,Government-Federal,Regional,Regional Government,,,,,,,US Forest Service,,1,,,,,,,,,,,9,1,9
1USFWS,1,4,50,,Government-Federal,Government-Federal,Regional,Regional Government,,,,,,,US Fish and Wildlife Service,,1,,,,,,,,,,,9,1,9
1USGS,1,4,50,,Government-Federal,Government-Federal,Regional,Regional Government,,,,,,,United States Geological Survey,,1,,,,,,,,,,,9,1,9
1USGS  EHP,1,4,50,,Government-Federal,Government-Federal,Regional,Regional Government,,,,,,,U.S. Geological Survey Earthquake Hazards Program External Research Support program,,1,,,,,,,,,,,9,1,9
1USGS  PCMSC,1,4,50,,Government-Federal,Government-Federal,Regional,Regional Government,,,,,,,US Geological Survey - Pacific Coastal and Marine Science Center,,1,,,,,,,,,,,9,1,9
1USGS  WERC,1,4,50,,Government-Federal,Government-Federal,Regional,Regional Government,,,,,,,United States Geological Survey - Western Ecological Research Center,,1,,,,,,,,,,,9,1,9
1USGS MP,1,4,50,,Government-Federal,Government-Federal,Regional,Regional Government,,,,,,,US Geological Survey - Menlo Park,,1,,,,,,,,,,,9,1,9
1USGS PSA,1,4,50,,Government-Federal,Government-Federal,Regional,Regional Government,,,,,,,USGS-PSA,,1,,,,,,,,,,,9,1,9
1USGS WSC,1,4,50,,Government-Federal,Government-Federal,Regional,Regional Government,,,,,,,US Geological Survey - Western Science Center,,1,,,,,,,,,,,9,1,9
1Uwisconsin,1,14,50,,Science,Non-Government,Local,Non-Government,,,,,,,University of Wisconsin,1,,,,,,,,,,,,0,1,0
1Valero,1,9,50,,Industry,Non-Government,Regional,Non-Government,,,,,,,Valero,,1,,,,,,,,,,,9,1,9
1VallejoFlood,1,6,50,,Water Districts,Local Government,Local,Local Government,,,,,,,Vallejo Sanitation and Flood Control District,,,,,,,,,,1,,,1,1,1
1Verizon,1,9,50,,Industry,Non-Government,Regional,Non-Government,,,,,,,Verizon Wirelesss,,1,,,,,,,,,,,9,1,9
1Visa,1,9,50,,Industry,Non-Government,Regional,Non-Government,,,,,,,Visa,,1,,,,,,,,,,,9,1,9
1Vivint,1,9,50,,Industry,Non-Government,Regional,Non-Government,,,,,,,Vivint Solar,,1,,,,,,,,,,,9,1,9
1VLEAP,1,11,50,,NGO,Non-Government,Local,Non-Government,,,,,,,Valley LEAP,1,,,,,,,,,,,,0,1,0
1VMC,1,2,50,,Government-County,Government-County,Local,Local Government,,,,,,,Valley Medical Center,,,,,,,,,1,,,,1,1,1
1W2F,1,1,50,,Government-City,Local Government,Local,Local Government,,,,,,,Work2Future,,,,,,,,,1,,,,1,1,1
1Waterplanet,1,15,50,,Other,Non-Government,Regional,Non-Government,,,,,,,Waterplanet Alliance,,1,,,,,,,,,,,9,1,9
1WBSanD,1,6,50,,Water Districts,Regional Government,Regional,Regional Government,,,,,,,West Bay Sanitary District,,,,,,,,1,1,,,,2,1,2
1WCB,1,3,50,,Government-State,Government-State,Local,Regional Government,,,,,,,Wildlife Conservation Board,1,,,,,,,,,,,,0,1,0
1WCS,1,11,50,,NGO,Non-Government,Local,Non-Government,,,,,,,Wildlife Conservation Society,1,,,,,,,,,,,,0,1,0
1WEM,1,11,50,,NGO,Non-Government,Local,Non-Government,,,,,,,Women's Energy Matters,1,,,,,,,,,,,,0,1,0
1WETA,1,6,50,,Water Districts,Local Government,Local,Local Government,,,,,,,Water Emergency Transportation Authority,1,,,,,,,,,,,,0,1,0
1WFF,1,13,50,,Foundations and Banks,Non-Government,Local,Non-Government,,,,,,,Wells Fargo Foundation,1,,,,,,,,,,,,0,1,0
1WICC,1,11,50,,NGO,Non-Government,Local,Non-Government,,,,,,,Water Information Center and Conservancy,1,,,,,,,,,,,,0,1,0
1Winston,1,15,50,,Other,Non-Government,Local,Non-Government,,,,,,,Winston and Strawn LLP,1,,,,,,,,,,,,0,1,0
1WOEIP,1,11,50,,NGO,Non-Government,Local,Non-Government,,,,,,,West Oakland Environmental Indicators Project,,,1,,,,,,,,,,1,1,1
1WORKS,1,11,50,,NGO,Non-Government,Regional,Non-Government,,,,,,,Empowerment WORKS,,1,,,,,,,,,,,9,1,9
1WQCB,1,6,50,,Water Districts,Local Government,Local,Local Government,,,,,,SF Bay RWQCB,San Francisco Bay Regional Water Quality Control Board,,,,,,,1,,,,,,1,1,1
1WWD,1,6,50,,Water Districts,Local Government,Local,Local Government,,,,,,,Westlands Water District,1,,,,,,,,,,,,0,1,0
1WWR,1,8,50,,Consultants,Non-Government,Regional,Non-Government,,,,,,,Wetlands and Water Resources,,1,,,,,,,,,,,9,1,9
1YCD,1,11,50,,NGO,Non-Government,Local,Non-Government,,,,,,,Young Community Developers ,,,,,,,1,,,,,,1,1,1
1YSC,1,9,50,,Industry,Non-Government,Local,Non-Government,,,,,,,Your Solar Connection,1,,,,,,,,,,,,0,1,0
1YUCA,1,11,50,,NGO,Non-Government,Regional,Non-Government,,,,,,,Youth United for Community Action ,,,,,,,,1,1,,,,2,1,2
1Zanker,1,9,50,,Industry,Non-Government,Local,Non-Government,,,,,,,Zanker Recycling,,,,,,,,,1,,,,1,1,1
1Zentner,1,8,50,,Consultants,Non-Government,Regional,Non-Government,,,,,,,Zentner and Zentner Associates,,1,,,,,,,,,,,9,1,9
2A Slow Rising Emergency:Sea Level Rise: Santa Clara County Civil Grand Jury Final Report,2,91,4,,Flooding,Project,Project,Project,2014,,2,,,,2 A Slow Rising Emergency:Sea Level Rise: 2014-2015 Santa Clara County Civil Grand Jury Final Report,,,,,,,,,1,,,,1,1,1
2Alameda County ART Subregional Project,2,91,4,,Flooding,Project,Project,Project,2011,2013,5,,,,2Alameda County ART Subregional Project,,,1,,,,,,,,,,1,1,1
2Alameda County Energy Council Joint Powers Authority ,2,93,4,,Energy,Project,Project,Project,2013,,3,,,,2Alameda County Energy Council Joint Powers Authority ,,,1,,,,,,,,,,1,1,1
2Alameda County Sea Level Rise Shoreline Vulnerability Assessment ,2,91,4,,Flooding,Project,Project,Project,2014,2014,2,,,,2Alameda County Sea Level Rise Shoreline Vulnerability Assessment ,,,1,,,,,,,,,,1,1,1
2Aramburu Island Coarse Beach Restoration,2,91,4,,Flooding,Project,Project,Project,2011,2012,5,,,,2Aramburu Island Coarse Beach Restoration,,,,,1,,,,,,,,1,1,1
2ART Portfolio Resilient Shorelines Partnership Project,2,91,4,,Flooding,Project,Project,Project,2013,2014,3,,,,2ART Portfolio Resilient Shorelines Partnership Project,,,1,,,,,,,,,,1,1,1
"2ART Portfolio Strong Housing, Safer Communities",2,91,4,,Flooding,Project,Project,Project,2013,2015,3,,,,"2ART Portfolio Strong Housing, Safer Communities",,1,,,,,,,,,,,9,1,9
2Bay Area Bridge to the Clean Economy,2,93,4,,Energy,Project,Project,Project,2012,,4,,,,2Bay Area Bridge to the Clean Economy,,1,,,,,,,,,,,9,1,9
2Bay Area Ecosystems Climate Change Consortium,2,94,4,,Natural Systems,Project,Project,Project,2011,,5,,,,2Bay Area Ecosystems Climate Change Consortium,,1,,,,,,,,,,,9,1,9
2Bay Area Integrated Regional Water Management Plan,2,92,4,,Water,Project,Project,Project,2002,,14,Bay IRWM,Bay IRWM,Bay IRWM,2Bay Area Integrated Regional Water Management Plan,,1,,,,,,,,,,,9,1,9
2Bay Area Regional Desalination Project,2,92,4,,Water,Project,Project,Project,2003,,13,,,,2Bay Area Regional Desalination Project,,1,,,,,,,,,,,9,1,9
2Bay Area Regional Health Inequities Initiative,2,95,4,,Health,Project,Project,Project,2002,,14,,,,2Bay Area Regional Health Inequities Initiative,,1,,,,,,,,,,,9,1,9
2Bay Area Regional Reliability,2,92,4,,Water,Project,Project,Project,2014,,2,,,,2Bay Area Regional Reliability Project (BARR),,,1,1,1,,1,1,1,,,,6,1,6
2Bay Area Smart Energy 2020,2,93,4,,Energy,Project,Project,Project,2012,,4,,,,2Bay Area Smart Energy 2020,,1,,,,,,,,,,,9,1,9
2Bay Delta Conservation Plan,2,92,4,,Water,Project,Project,Project,2009,,7,,,,2Bay Delta Conservation Plan,,1,,,,,,,,,,,9,1,9
2Bay Subtidal Habitat Goals Project,2,94,4,,Natural Systems,Project,Project,Project,2010,,6,,,,2Bay Subtidal Habitat Goals Project,,1,,,,,,,,,,,9,1,9
2Baylands and Climate Change Report,2,94,4,,Natural Systems,Project,Project,Project,2015,2015,1,,,,2Baylands and Climate Change Report,,1,,,,,,,,,,,9,1,9
2Baylands Ecosystems Habitat Goals Project,2,94,4,,Natural Systems,Project,Project,Project,1999,,17,,,,2Baylands Ecosystems Habitat Goals Project,,1,,,,,,,,,,,9,1,9
2BayREN,2,93,4,,Energy,Project,Project,Project,2014,,2,,,,2BayREN,,1,,,,,,,,,,,9,1,9
2BCDC Fill Policy,2,91,4,,Flooding,Project,Project,Project,2013,,3,,,,2BCDC Fill Policy,,1,,,,,,,,,,,9,1,9
2Benicia Adaptation Plan and Community Sustainability Commission,2,96,4,,Multi-Local,Project,Project,Project,2012,,4,,,,2Benicia Adaptation Plan and Community Sustainability Commission,,,,,,,,,,1,,,1,1,1
2Benicia Climate Change Vulnerability Assessment,2,96,4,,Multi-Local,Project,Project,Project,2014,,2,,,,2Benicia Climate Change Vulnerability Assessment,,,,,,,,,,1,,,1,1,1
2Berkeley Hazard Mitigation Plan,2,96,4,,Multi-Local,Project,Project,Project,2014,,2,,,,2Berkeley Hazard Mitigation Plan,,,1,,,,,,,,,,1,1,1
2Berkeley Resilience Strategy,2,96,4,,Multi-Local,Project,Project,Project,2014,,2,,,,2Berkeley Resilience Strategy,,,1,,,,,,,,,,1,1,1
2Bothin Marsh Project,2,94,4,,Natural Systems,Project,Project,Project,2012,,4,,,,2Bothin Marsh Project,,,,,1,,,,,,,,1,1,1
2CalAdapt,2,97,4,,Multi-Regional,Project,Project,Project,2009,,7,,,,2CalAdapt,,,,,,,,,,,,,0,,0
2CalBRACE (Building Resilience Against Climate Effects),2,95,4,,Health,Project,Project,Project,2012,,4,,,,2Cal-BRACE (Building Resilience Against Climate Effects),,1,,,,,,,,,,,9,1,9
2CHARG Network,2,91,4,,Flooding,Project,Project,Project,2014,,2,CHARG Network,CHARG,CHARG Network,2CHARG Network,,1,,,,,,,,,,,9,1,9
2Climate Action 2020 Plan,2,96,4,,Multi-Local,Project,Project,Project,2016,,0,,,,2Climate Action 2020 Plan,,1,,,,,,,,,,,9,1,9
"2Climate Change, Conservation & Land Use: A Sonoma County Pilot Project ",2,94,4,,Natural Systems,Project,Project,Project,2012,,4,,,,"2Climate Change, Conservation & Land Use: A Sonoma County Pilot Project ",,,,,,,,,,,1,,1,1,1
2Climate Ready Sonoma County: Climate Hazards and Vulnerabilities,2,96,4,,Multi-Local,Project,Project,Project,2014,,2,,,,2Climate Ready Sonoma County: Climate Hazards and Vulnerabilities,,,,,,,,,,,1,,1,1,1
2Collaborating on Sea Level Rise: Marin Adaptation Response Team (CSMART),2,91,4,,Flooding,Project,Project,Project,2014,,2,,,,2Collaborating on Sea Level Rise: Marin Adaptation Response Team (C-SMART),,1,,,,,,,,,,,9,1,9
2Contra Costa County ART Project,2,91,4,,Flooding,Project,Project,Project,2015,2016,1,,,,2Contra Costa County ART Project,,,,1,,,,,,,,,1,1,1
2CRI Groundwater Research ,2,92,4,,Water,Project,Project,Project,2016,,0,,,,2CRI Groundwater Research ,,1,,,,,,,,,,,9,1,9
2CRI Strategy Analysis,2,91,4,,Flooding,Project,Project,Project,2015,,1,,,,2CRI Strategy Analysis,,1,,,,,,,,,,,9,1,9
2Delta Vision Strategic Plan,2,92,4,,Water,Project,Project,Project,2008,,8,,,,2Delta Vision Strategic Plan,,,,1,,,,,,1,,,2,1,2
2East Bay Municipal Utility District (EBMUD) Water and Energy Projects,2,93,4,,Energy,Project,Project,Project,2011,,5,,,,2East Bay Municipal Utility District (EBMUD) Water and Energy Projects,,,1,,,,,,,,,,1,1,1
2FEMA San Francisco Bay Area Coastal Study,2,91,4,,Flooding,Project,Project,Project,2014,,2,,,,2FEMA San Francisco Bay Area Coastal Study,,1,,,,,,,,,,,9,1,9
2Flood Control 2.0 (Novato Creek),2,91,4,,Flooding,Project,Project,Project,2013,2016,3,,,,2Flood Control 2.0 (Novato Creek),,,,,1,,,,,,,,1,1,1
2Flood Control 2.0 (San Francisquito Creek),2,91,4,,Flooding,Project,Project,Project,2013,2016,3,,,,2Flood Control 2.0 (San Francisquito Creek),,,,,,,,,1,,,,1,1,1
2Foster City Sea Level Rise Levee Planning Project,2,91,4,,Flooding,Project,Project,Project,2014,,2,,,,2Foster City Sea Level Rise Levee Planning Project,,,,,,,,1,,,,,1,1,1
2Future Proof Water: Where the Bay Area Should Get Its Water in 21st Century,2,92,4,,Water,Project,Project,Project,2013,,3,,,,2Future-Proof Water: Where the Bay Area Should Get Its Water in 21st Century,,1,,,,,,,,,,,9,1,9
2Game of Floods,2,91,4,,Flooding,Project,Project,Project,2015,,1,,,,2Game of Floods,,,,,1,,,,,,,,1,1,1
2Grid Alternatives Bay Area,2,93,4,,Energy,Project,Project,Project,2009,,7,,,,2Grid Alternatives Bay Area,,1,,,,,,,,,,,9,1,9
2Guidance For Incorporating Sea Level Rise Into Capital Planning in San Francisco,2,91,4,,Flooding,Project,Project,Project,2014,,2,,,,2Guidance For Incorporating Sea Level Rise Into Capital Planning in San Francisco,,,,,,,1,,,,,,1,1,1
2Hamilton Field Restoration Project,2,94,4,,Natural Systems,Project,Project,Project,1999,,17,,,,2Hamilton Field Restoration Project,,,,,1,,,,,,,,1,1,1
2Hayward Area Shorelines Planning Agency Sea Level Rise Project,2,91,4,,Flooding,Project,Project,Project,2010,,6,,,,2Hayward Area Shorelines Planning Agency Sea Level Rise Project,,,1,,,,,,,,,,1,1,1
2Hayward Shoreline Resilience Study,2,91,4,,Flooding,Project,Project,Project,2013,2014,3,,,,2Hayward Shoreline Resilience Study,,,1,,,,,,,,,,1,1,1
2Head of Tide,2,91,4,,Flooding,Project,Project,Project,2014,2014,2,,,,2Head of Tide,,,1,1,1,1,,,1,,,,5,1,5
2High Resolution Climate Hydrology Scenarios for the San Francisco Bay Area,2,91,4,,Flooding,Project,Project,Project,2013,,3,,,,2High Resolution Hydrology Scenarios for the SF Bay Area,,1,,,,,,,,,,,9,1,9
2Innovative Wetland Adaptation Techniques Project,2,91,4,,Flooding,Project,Project,Project,2010,,6,,,,2Innovative Wetland Adaptation Techniques Project,,1,,,,,,,,,,,9,1,9
2IRWMP Shoreline Resilience Program Overview and Proposal,2,97,4,,Multi-Regional,Project,Project,Project,2014,,2,,,,2IRWMP Shoreline Resilience Program Overview and Proposal,,,,,,,,,,,,,0,0,0
2King Tides Initiative,2,91,4,,Flooding,Project,Project,Project,2010,,6,,,,2King Tides Initiative,,1,,,,,,,,,,,9,1,9
